invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5%,sales,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
827-26-2100,alex,yangon,member,male,home and lifestyle,33.84,9,15.228,319.788,21-03-2019,4:21:00 PM,ewallet,304.56,4.761904762,15.228,8.8
175-54-2529,alex,yangon,member,male,food and beverages,22.17,8,8.868,186.228,03-03-2019,5:01:00 PM,credit card,177.36,4.761904762,8.868,9.6
139-52-2867,giza,naypyitaw,normal,female,fashion accessories,22.51,7,7.8785,165.4485,13-02-2019,10:50:00 AM,credit card,157.57,4.761904762,7.8785,4.8
407-63-8975,alex,yangon,normal,male,food and beverages,73.88,6,22.164,465.444,23-03-2019,7:16:00 PM,ewallet,443.28,4.761904762,22.164,4.4
342-65-4817,giza,naypyitaw,member,male,health and beauty,86.8,3,13.02,273.42,28-01-2019,4:47:00 PM,ewallet,260.4,4.761904762,13.02,9.9
130-98-8941,giza,naypyitaw,normal,male,fashion accessories,64.26,7,22.491,472.311,02-09-2019,10:00:00 AM,cash,449.82,4.761904762,22.491,5.7
434-83-9547,giza,naypyitaw,member,male,food and beverages,38.47,8,15.388,323.148,23-01-2019,11:51:00 AM,cash,307.76,4.761904762,15.388,7.7
851-28-6367,alex,yangon,member,male,sports and travel,15.5,10,7.75,162.75,23-03-2019,10:55:00 AM,ewallet,155.0,4.761904762,7.75,8.0
824-88-3614,giza,naypyitaw,normal,male,health and beauty,34.31,8,13.724,288.204,25-01-2019,3:00:00 PM,ewallet,274.48,4.761904762,13.724,5.7
586-25-0848,alex,yangon,normal,female,sports and travel,12.34,7,4.319,90.699,03-04-2019,11:19:00 AM,credit card,86.38,4.761904762,4.319,6.7
895-66-0685,cairo,mandalay,member,male,food and beverages,18.08,3,2.712,56.952,03-05-2019,7:46:00 PM,ewallet,54.24,4.761904762,2.712,8.0
305-14-0245,cairo,mandalay,member,female,home and lifestyle,94.49,8,37.796,793.716,03-03-2019,7:00:00 PM,ewallet,755.92,4.761904762,37.796,7.5
732-04-5373,cairo,mandalay,member,male,home and lifestyle,46.47,4,9.294,195.174,02-08-2019,10:53:00 AM,cash,185.88,4.761904762,9.294,7.0
400-60-7251,alex,yangon,normal,male,home and lifestyle,74.07,1,3.7035,77.7735,02-10-2019,12:50:00 PM,ewallet,74.07,4.761904762,3.7035,9.9
593-65-1552,giza,naypyitaw,normal,female,home and lifestyle,69.81,4,13.962,293.202,28-01-2019,8:50:00 PM,credit card,279.24,4.761904762,13.962,5.9
284-34-9626,cairo,mandalay,normal,female,home and lifestyle,77.04,3,11.556,242.676,02-11-2019,10:39:00 AM,credit card,231.12,4.761904762,11.556,7.2
437-58-8131,cairo,mandalay,normal,female,fashion accessories,73.52,2,7.352,154.392,15-01-2019,1:41:00 PM,ewallet,147.04,4.761904762,7.352,4.6
286-43-6208,giza,naypyitaw,normal,female,food and beverages,87.8,9,39.51,829.71,16-03-2019,7:08:00 PM,cash,790.2,4.761904762,39.51,9.2
641-43-2399,cairo,mandalay,normal,male,home and lifestyle,25.55,4,5.11,107.31,26-01-2019,8:23:00 PM,ewallet,102.2,4.761904762,5.11,5.7
831-07-6050,alex,yangon,normal,male,electronic accessories,32.71,5,8.1775,171.7275,19-03-2019,11:30:00 AM,credit card,163.55,4.761904762,8.1775,9.9
556-86-3144,giza,naypyitaw,member,female,fashion accessories,74.29,1,3.7145,78.0045,13-01-2019,7:30:00 PM,cash,74.29,4.761904762,3.7145,5.0
848-24-9445,giza,naypyitaw,member,male,health and beauty,43.7,2,4.37,91.77,26-03-2019,6:03:00 PM,cash,87.4,4.761904762,4.37,4.9
856-22-8149,alex,yangon,normal,female,home and lifestyle,25.29,1,1.2645,26.5545,23-03-2019,10:13:00 AM,ewallet,25.29,4.761904762,1.2645,6.1
699-01-4164,giza,naypyitaw,normal,male,health and beauty,41.5,4,8.3,174.3,03-12-2019,7:58:00 PM,credit card,166.0,4.761904762,8.3,8.2
420-11-4919,giza,naypyitaw,member,female,food and beverages,71.39,5,17.8475,374.7975,17-02-2019,7:57:00 PM,credit card,356.95,4.761904762,17.8475,5.5
606-80-4905,giza,naypyitaw,member,female,sports and travel,19.15,6,5.745,120.645,29-01-2019,10:01:00 AM,credit card,114.9,4.761904762,5.745,6.8
542-41-0513,cairo,mandalay,member,female,electronic accessories,57.49,4,11.498,241.458,15-03-2019,11:57:00 AM,cash,229.96,4.761904762,11.498,6.6
426-39-2418,giza,naypyitaw,normal,male,electronic accessories,61.41,7,21.4935,451.3635,14-01-2019,10:02:00 AM,cash,429.87,4.761904762,21.4935,9.8
875-46-5808,cairo,mandalay,member,male,health and beauty,25.9,10,12.95,271.95,02-06-2019,2:51:00 PM,ewallet,259.0,4.761904762,12.95,8.7
394-43-4238,cairo,mandalay,member,male,home and lifestyle,17.77,5,4.4425,93.2925,15-02-2019,12:42:00 PM,credit card,88.85,4.761904762,4.4425,5.4
749-24-1565,alex,yangon,normal,female,health and beauty,23.03,9,10.3635,217.6335,01-03-2019,12:02:00 PM,ewallet,207.27,4.761904762,10.3635,7.9
672-51-8681,giza,naypyitaw,member,female,electronic accessories,66.65,9,29.9925,629.8425,01-04-2019,6:19:00 PM,credit card,599.85,4.761904762,29.9925,9.7
263-87-5680,giza,naypyitaw,member,female,home and lifestyle,28.53,10,14.265,299.565,18-03-2019,5:38:00 PM,ewallet,285.3,4.761904762,14.265,7.8
573-58-9734,cairo,mandalay,normal,female,fashion accessories,30.37,3,4.5555,95.6655,28-03-2019,1:41:00 PM,ewallet,91.11,4.761904762,4.5555,5.1
817-69-8206,cairo,mandalay,normal,female,electronic accessories,99.73,9,44.8785,942.4485,03-02-2019,7:42:00 PM,credit card,897.57,4.761904762,44.8785,6.5
888-02-0338,alex,yangon,normal,male,electronic accessories,26.23,9,11.8035,247.8735,25-01-2019,8:24:00 PM,ewallet,236.07,4.761904762,11.8035,5.9
677-11-0152,giza,naypyitaw,normal,female,food and beverages,93.26,9,41.967,881.307,16-01-2019,6:08:00 PM,cash,839.34,4.761904762,41.967,8.8
142-63-6033,cairo,mandalay,normal,male,home and lifestyle,92.36,5,23.09,484.89,20-03-2019,7:17:00 PM,ewallet,461.8,4.761904762,23.09,4.9
656-16-1063,cairo,mandalay,normal,male,sports and travel,46.42,3,6.963,146.223,01-04-2019,1:24:00 PM,credit card,139.26,4.761904762,6.963,4.4
891-58-8335,cairo,mandalay,member,female,sports and travel,29.61,7,10.3635,217.6335,03-11-2019,3:53:00 PM,cash,207.27,4.761904762,10.3635,6.5
802-43-8934,alex,yangon,normal,male,home and lifestyle,18.28,1,0.914,19.194,22-03-2019,3:05:00 PM,credit card,18.28,4.761904762,0.914,8.3
560-30-5617,cairo,mandalay,normal,female,sports and travel,24.77,5,6.1925,130.0425,24-03-2019,6:27:00 PM,cash,123.85,4.761904762,6.1925,8.5
319-74-2561,alex,yangon,member,female,electronic accessories,94.64,3,14.196,298.116,21-02-2019,4:55:00 PM,cash,283.92,4.761904762,14.196,5.5
549-03-9315,cairo,mandalay,normal,male,fashion accessories,94.87,8,37.948,796.908,02-12-2019,12:58:00 PM,ewallet,758.96,4.761904762,37.948,8.7
790-29-1172,cairo,mandalay,normal,female,food and beverages,57.34,3,8.601,180.621,03-10-2019,6:59:00 PM,credit card,172.02,4.761904762,8.601,7.9
239-36-3640,cairo,mandalay,normal,male,electronic accessories,45.35,6,13.605,285.705,31-01-2019,1:44:00 PM,ewallet,272.1,4.761904762,13.605,6.1
468-01-2051,cairo,mandalay,normal,male,food and beverages,62.08,7,21.728,456.288,03-06-2019,1:46:00 PM,ewallet,434.56,4.761904762,21.728,5.4
389-25-3394,giza,naypyitaw,normal,male,electronic accessories,11.81,5,2.9525,62.0025,17-02-2019,6:06:00 PM,cash,59.05,4.761904762,2.9525,9.4
279-62-1445,giza,naypyitaw,member,female,fashion accessories,12.54,1,0.627,13.167,21-02-2019,12:38:00 PM,cash,12.54,4.761904762,0.627,8.2
213-72-6612,alex,yangon,normal,male,food and beverages,43.25,2,4.325,90.825,20-03-2019,3:56:00 PM,cash,86.5,4.761904762,4.325,6.2
746-68-6593,giza,naypyitaw,member,female,sports and travel,87.16,2,8.716,183.036,01-11-2019,2:29:00 PM,credit card,174.32,4.761904762,8.716,9.7
836-82-5858,cairo,mandalay,member,male,health and beauty,69.37,9,31.2165,655.5465,26-01-2019,7:14:00 PM,ewallet,624.33,4.761904762,31.2165,4.0
583-72-1480,giza,naypyitaw,member,male,electronic accessories,37.06,4,7.412,155.652,31-01-2019,4:24:00 PM,ewallet,148.24,4.761904762,7.412,9.7
466-61-5506,cairo,mandalay,member,female,electronic accessories,90.7,6,27.21,571.41,26-02-2019,10:52:00 AM,cash,544.2,4.761904762,27.21,5.3
721-86-6247,alex,yangon,normal,female,home and lifestyle,63.42,8,25.368,532.728,03-11-2019,12:55:00 PM,ewallet,507.36,4.761904762,25.368,7.4
289-65-5721,cairo,mandalay,normal,female,fashion accessories,81.37,2,8.137,170.877,26-01-2019,7:28:00 PM,cash,162.74,4.761904762,8.137,6.5
545-46-3100,cairo,mandalay,member,female,electronic accessories,10.59,3,1.5885,33.3585,03-12-2019,1:52:00 PM,credit card,31.77,4.761904762,1.5885,8.7
418-02-5978,cairo,mandalay,normal,female,health and beauty,84.09,9,37.8405,794.6505,02-11-2019,10:54:00 AM,cash,756.81,4.761904762,37.8405,8.0
269-04-5750,cairo,mandalay,member,male,fashion accessories,73.82,4,14.764,310.044,21-02-2019,6:31:00 PM,cash,295.28,4.761904762,14.764,6.7
157-13-5295,alex,yangon,member,male,health and beauty,51.94,10,25.97,545.37,03-09-2019,6:24:00 PM,ewallet,519.4,4.761904762,25.97,6.5
645-78-8093,alex,yangon,normal,female,sports and travel,93.14,2,9.314,195.594,20-01-2019,6:09:00 PM,ewallet,186.28,4.761904762,9.314,4.1
211-30-9270,giza,naypyitaw,normal,male,health and beauty,17.41,5,4.3525,91.4025,28-01-2019,3:16:00 PM,credit card,87.05,4.761904762,4.3525,4.9
755-12-3214,giza,naypyitaw,member,female,fashion accessories,44.22,5,11.055,232.155,03-05-2019,5:07:00 PM,credit card,221.1,4.761904762,11.055,8.6
346-84-3103,cairo,mandalay,member,female,electronic accessories,13.22,5,3.305,69.405,03-02-2019,7:26:00 PM,cash,66.1,4.761904762,3.305,4.3
478-06-7835,alex,yangon,normal,male,fashion accessories,89.69,1,4.4845,94.1745,01-11-2019,11:20:00 AM,ewallet,89.69,4.761904762,4.4845,4.9
540-11-4336,alex,yangon,normal,male,food and beverages,24.94,9,11.223,235.683,01-11-2019,4:49:00 PM,credit card,224.46,4.761904762,11.223,5.6
448-81-5016,alex,yangon,normal,male,health and beauty,59.77,2,5.977,125.517,03-11-2019,12:01:00 PM,credit card,119.54,4.761904762,5.977,5.8
142-72-4741,giza,naypyitaw,member,male,fashion accessories,93.2,2,9.32,195.72,28-02-2019,6:37:00 PM,credit card,186.4,4.761904762,9.32,6.0
217-58-1179,alex,yangon,member,male,home and lifestyle,62.65,4,12.53,263.13,01-05-2019,11:25:00 AM,cash,250.6,4.761904762,12.53,4.2
376-02-8238,cairo,mandalay,normal,male,home and lifestyle,93.87,8,37.548,788.508,02-02-2019,6:42:00 PM,credit card,750.96,4.761904762,37.548,8.3
530-90-9855,alex,yangon,member,male,home and lifestyle,47.59,8,19.036,399.756,01-01-2019,2:47:00 PM,cash,380.72,4.761904762,19.036,5.7
866-05-7563,cairo,mandalay,member,female,electronic accessories,81.4,3,12.21,256.41,02-09-2019,7:43:00 PM,cash,244.2,4.761904762,12.21,4.8
604-70-6476,alex,yangon,member,male,fashion accessories,17.94,5,4.485,94.185,23-01-2019,2:04:00 PM,ewallet,89.7,4.761904762,4.485,6.8
799-71-1548,alex,yangon,member,male,electronic accessories,77.72,4,15.544,326.424,01-07-2019,4:11:00 PM,credit card,310.88,4.761904762,15.544,8.8
785-13-7708,cairo,mandalay,normal,male,food and beverages,73.06,7,25.571,536.991,14-01-2019,7:06:00 PM,credit card,511.42,4.761904762,25.571,4.2
845-51-0542,cairo,mandalay,member,male,food and beverages,46.55,9,20.9475,439.8975,02-02-2019,3:34:00 PM,ewallet,418.95,4.761904762,20.9475,6.4
662-47-5456,giza,naypyitaw,member,male,fashion accessories,35.19,10,17.595,369.495,17-03-2019,7:06:00 PM,credit card,351.9,4.761904762,17.595,8.4
883-17-4236,giza,naypyitaw,normal,female,sports and travel,14.39,2,1.439,30.219,03-02-2019,7:44:00 PM,credit card,28.78,4.761904762,1.439,7.2
290-68-2984,alex,yangon,normal,male,home and lifestyle,23.75,4,4.75,99.75,16-03-2019,11:22:00 AM,cash,95.0,4.761904762,4.75,5.2
704-11-6354,alex,yangon,member,male,home and lifestyle,58.9,8,23.56,494.76,01-06-2019,11:23:00 AM,cash,471.2,4.761904762,23.56,8.9
110-48-7033,cairo,mandalay,member,male,fashion accessories,32.62,4,6.524,137.004,29-01-2019,2:12:00 PM,cash,130.48,4.761904762,6.524,9.0
366-93-0948,alex,yangon,member,male,electronic accessories,66.35,1,3.3175,69.6675,31-01-2019,10:46:00 AM,credit card,66.35,4.761904762,3.3175,9.7
729-09-9681,alex,yangon,member,male,home and lifestyle,25.91,6,7.773,163.233,02-05-2019,10:16:00 AM,ewallet,155.46,4.761904762,7.773,8.7
151-16-1484,alex,yangon,member,male,electronic accessories,32.25,4,6.45,135.45,13-02-2019,12:38:00 PM,ewallet,129.0,4.761904762,6.45,6.5
380-94-4661,giza,naypyitaw,member,male,electronic accessories,65.94,4,13.188,276.948,02-07-2019,1:05:00 PM,credit card,263.76,4.761904762,13.188,6.9
850-41-9669,alex,yangon,normal,female,electronic accessories,75.06,9,33.777,709.317,19-03-2019,1:25:00 PM,ewallet,675.54,4.761904762,33.777,6.2
821-07-3596,giza,naypyitaw,normal,female,fashion accessories,16.45,4,3.29,69.09,03-07-2019,2:53:00 PM,ewallet,65.8,4.761904762,3.29,5.6
655-85-5130,cairo,mandalay,member,female,fashion accessories,38.3,4,7.66,160.86,13-03-2019,7:22:00 PM,cash,153.2,4.761904762,7.66,5.7
447-15-7839,alex,yangon,member,female,sports and travel,22.24,10,11.12,233.52,02-09-2019,11:00:00 AM,cash,222.4,4.761904762,11.12,4.2
154-74-7179,cairo,mandalay,normal,male,sports and travel,54.45,1,2.7225,57.1725,26-02-2019,7:24:00 PM,ewallet,54.45,4.761904762,2.7225,7.9
253-12-6086,alex,yangon,member,female,sports and travel,98.4,7,34.44,723.24,03-12-2019,12:43:00 PM,credit card,688.8,4.761904762,34.44,8.7
808-65-0703,giza,naypyitaw,normal,male,home and lifestyle,35.47,4,7.094,148.974,14-03-2019,5:22:00 PM,credit card,141.88,4.761904762,7.094,6.9
571-94-0759,cairo,mandalay,member,female,food and beverages,74.6,10,37.3,783.3,01-08-2019,8:55:00 PM,cash,746.0,4.761904762,37.3,9.5
144-51-6085,alex,yangon,member,male,home and lifestyle,70.74,4,14.148,297.108,01-05-2019,4:05:00 PM,credit card,282.96,4.761904762,14.148,4.4
731-14-2199,alex,yangon,member,female,home and lifestyle,35.54,10,17.77,373.17,01-04-2019,1:34:00 PM,ewallet,355.4,4.761904762,17.77,7.0
783-09-1637,cairo,mandalay,normal,female,sports and travel,67.43,5,16.8575,354.0075,03-06-2019,6:13:00 PM,ewallet,337.15,4.761904762,16.8575,6.3
687-15-1097,giza,naypyitaw,member,female,health and beauty,21.12,2,2.112,44.352,01-03-2019,7:17:00 PM,cash,42.24,4.761904762,2.112,9.7
126-54-1082,alex,yangon,member,female,home and lifestyle,21.54,9,9.693,203.553,01-07-2019,11:44:00 AM,credit card,193.86,4.761904762,9.693,8.8
633-91-1052,alex,yangon,normal,female,home and lifestyle,12.03,2,1.203,25.263,27-01-2019,3:51:00 PM,cash,24.06,4.761904762,1.203,5.1
477-24-6490,cairo,mandalay,normal,female,health and beauty,99.71,6,29.913,628.173,26-02-2019,4:52:00 PM,ewallet,598.26,4.761904762,29.913,7.9
566-19-5475,cairo,mandalay,normal,male,fashion accessories,47.97,7,16.7895,352.5795,01-07-2019,8:52:00 PM,cash,335.79,4.761904762,16.7895,6.2
526-86-8552,giza,naypyitaw,member,female,home and lifestyle,21.82,10,10.91,229.11,01-07-2019,5:36:00 PM,cash,218.2,4.761904762,10.91,7.1
376-56-3573,giza,naypyitaw,normal,female,fashion accessories,95.42,4,19.084,400.764,02-02-2019,1:23:00 PM,ewallet,381.68,4.761904762,19.084,6.4
537-72-0426,giza,naypyitaw,member,male,fashion accessories,70.99,10,35.495,745.395,20-03-2019,4:28:00 PM,cash,709.9,4.761904762,35.495,5.7
828-61-5674,alex,yangon,member,male,sports and travel,44.02,10,22.01,462.21,20-03-2019,7:57:00 PM,credit card,440.2,4.761904762,22.01,9.6
136-08-6195,alex,yangon,normal,female,home and lifestyle,69.96,8,27.984,587.664,15-02-2019,5:01:00 PM,credit card,559.68,4.761904762,27.984,6.4
523-38-0215,giza,naypyitaw,normal,male,home and lifestyle,37.0,1,1.85,38.85,03-06-2019,1:29:00 PM,credit card,37.0,4.761904762,1.85,7.9
490-29-1201,alex,yangon,normal,female,sports and travel,15.34,1,0.767,16.107,01-06-2019,11:09:00 AM,cash,15.34,4.761904762,0.767,6.5
667-92-0055,alex,yangon,member,male,health and beauty,99.83,6,29.949,628.929,03-04-2019,3:02:00 PM,ewallet,598.98,4.761904762,29.949,8.5
565-17-3836,alex,yangon,member,female,health and beauty,47.67,4,9.534,200.214,03-12-2019,2:21:00 PM,cash,190.68,4.761904762,9.534,9.1
498-41-1961,cairo,mandalay,normal,male,health and beauty,66.68,5,16.67,350.07,20-02-2019,6:01:00 PM,cash,333.4,4.761904762,16.67,7.6
593-95-4461,giza,naypyitaw,member,male,home and lifestyle,74.86,1,3.743,78.603,24-03-2019,2:49:00 PM,cash,74.86,4.761904762,3.743,6.9
226-71-3580,giza,naypyitaw,normal,female,sports and travel,23.75,9,10.6875,224.4375,31-01-2019,12:02:00 PM,cash,213.75,4.761904762,10.6875,9.5
283-79-9594,cairo,mandalay,normal,female,food and beverages,48.51,7,16.9785,356.5485,25-01-2019,1:30:00 PM,credit card,339.57,4.761904762,16.9785,5.2
430-60-3493,alex,yangon,member,female,home and lifestyle,94.88,7,33.208,697.368,02-03-2019,2:38:00 PM,cash,664.16,4.761904762,33.208,4.2
139-20-0155,cairo,mandalay,member,male,electronic accessories,40.3,10,20.15,423.15,24-01-2019,5:37:00 PM,credit card,403.0,4.761904762,20.15,7.0
558-80-4082,giza,naypyitaw,normal,male,electronic accessories,27.85,7,9.7475,204.6975,14-03-2019,5:20:00 PM,ewallet,194.95,4.761904762,9.7475,6.0
278-97-7759,alex,yangon,member,female,electronic accessories,62.48,1,3.124,65.604,18-02-2019,8:29:00 PM,cash,62.48,4.761904762,3.124,4.7
316-68-6352,alex,yangon,member,female,food and beverages,36.36,2,3.636,76.356,21-01-2019,10:00:00 AM,cash,72.72,4.761904762,3.636,7.1
585-03-5943,cairo,mandalay,normal,male,health and beauty,18.11,10,9.055,190.155,13-03-2019,11:46:00 AM,ewallet,181.1,4.761904762,9.055,5.9
211-05-0490,giza,naypyitaw,member,female,electronic accessories,51.92,5,12.98,272.58,03-03-2019,1:42:00 PM,cash,259.6,4.761904762,12.98,7.5
727-75-6477,giza,naypyitaw,normal,male,electronic accessories,28.84,4,5.768,121.128,29-03-2019,2:44:00 PM,cash,115.36,4.761904762,5.768,6.4
744-02-5987,alex,yangon,member,male,home and lifestyle,78.38,6,23.514,493.794,01-10-2019,2:16:00 PM,ewallet,470.28,4.761904762,23.514,5.8
307-83-9164,alex,yangon,member,male,home and lifestyle,60.01,4,12.002,252.042,25-01-2019,3:54:00 PM,cash,240.04,4.761904762,12.002,4.5
779-06-0012,giza,naypyitaw,member,female,home and lifestyle,88.61,1,4.4305,93.0405,19-01-2019,10:21:00 AM,cash,88.61,4.761904762,4.4305,7.7
446-47-6729,giza,naypyitaw,normal,male,fashion accessories,99.82,2,9.982,209.622,01-02-2019,6:09:00 PM,credit card,199.64,4.761904762,9.982,6.7
573-10-3877,cairo,mandalay,member,male,health and beauty,39.01,1,1.9505,40.9605,03-12-2019,4:46:00 PM,credit card,39.01,4.761904762,1.9505,4.7
735-06-4124,giza,naypyitaw,normal,male,food and beverages,48.61,1,2.4305,51.0405,25-02-2019,3:31:00 PM,cash,48.61,4.761904762,2.4305,4.4
439-54-7422,alex,yangon,normal,female,electronic accessories,51.19,4,10.238,214.998,18-03-2019,5:15:00 PM,credit card,204.76,4.761904762,10.238,4.7
396-90-2219,cairo,mandalay,normal,female,electronic accessories,14.96,8,5.984,125.664,23-02-2019,12:29:00 PM,cash,119.68,4.761904762,5.984,8.6
411-77-0180,alex,yangon,member,male,electronic accessories,72.2,7,25.27,530.67,26-03-2019,8:14:00 PM,ewallet,505.4,4.761904762,25.27,4.3
286-01-5402,alex,yangon,normal,female,sports and travel,40.23,7,14.0805,295.6905,30-03-2019,1:22:00 PM,cash,281.61,4.761904762,14.0805,9.6
803-17-8013,alex,yangon,member,female,home and lifestyle,88.79,8,35.516,745.836,17-02-2019,5:09:00 PM,cash,710.32,4.761904762,35.516,4.1
512-98-1403,alex,yangon,member,female,electronic accessories,26.48,3,3.972,83.412,21-03-2019,10:40:00 AM,ewallet,79.44,4.761904762,3.972,4.7
848-42-2560,alex,yangon,normal,female,fashion accessories,81.91,2,8.191,172.011,03-05-2019,5:43:00 PM,cash,163.82,4.761904762,8.191,7.8
532-59-7201,cairo,mandalay,member,male,sports and travel,79.93,6,23.979,503.559,31-01-2019,2:04:00 PM,cash,479.58,4.761904762,23.979,5.5
181-94-6432,giza,naypyitaw,member,male,fashion accessories,69.33,2,6.933,145.593,02-05-2019,7:05:00 PM,ewallet,138.66,4.761904762,6.933,9.7
870-76-1733,alex,yangon,member,female,food and beverages,14.23,5,3.5575,74.7075,02-01-2019,10:08:00 AM,credit card,71.15,4.761904762,3.5575,4.4
423-64-4619,alex,yangon,member,female,health and beauty,15.55,9,6.9975,146.9475,03-07-2019,1:12:00 PM,cash,139.95,4.761904762,6.9975,5.0
227-07-4446,giza,naypyitaw,member,female,electronic accessories,78.13,10,39.065,820.365,02-10-2019,8:51:00 PM,cash,781.3,4.761904762,39.065,4.4
174-36-3675,giza,naypyitaw,member,male,food and beverages,99.37,2,9.937,208.677,14-02-2019,5:29:00 PM,cash,198.74,4.761904762,9.937,5.2
428-83-5800,giza,naypyitaw,member,female,food and beverages,21.08,3,3.162,66.402,02-09-2019,10:25:00 AM,cash,63.24,4.761904762,3.162,7.3
603-07-0961,giza,naypyitaw,member,male,electronic accessories,74.79,5,18.6975,392.6475,01-10-2019,11:34:00 AM,cash,373.95,4.761904762,18.6975,4.9
704-20-4138,giza,naypyitaw,member,female,health and beauty,29.67,7,10.3845,218.0745,03-11-2019,6:58:00 PM,credit card,207.69,4.761904762,10.3845,8.1
787-15-1757,giza,naypyitaw,member,male,health and beauty,44.07,4,8.814,185.094,18-02-2019,4:28:00 PM,ewallet,176.28,4.761904762,8.814,8.4
649-11-3678,giza,naypyitaw,normal,female,food and beverages,22.93,9,10.3185,216.6885,26-02-2019,8:26:00 PM,cash,206.37,4.761904762,10.3185,5.5
622-20-1945,giza,naypyitaw,normal,female,health and beauty,39.42,1,1.971,41.391,18-01-2019,3:08:00 PM,cash,39.42,4.761904762,1.971,8.4
372-94-8041,alex,yangon,normal,male,health and beauty,15.26,6,4.578,96.138,15-02-2019,6:03:00 PM,ewallet,91.56,4.761904762,4.578,9.8
563-91-7120,alex,yangon,normal,female,fashion accessories,61.77,5,15.4425,324.2925,03-08-2019,1:21:00 PM,cash,308.85,4.761904762,15.4425,6.7
746-54-5508,alex,yangon,normal,male,home and lifestyle,21.52,6,6.456,135.576,17-01-2019,12:48:00 PM,credit card,129.12,4.761904762,6.456,9.4
276-54-0879,cairo,mandalay,normal,male,sports and travel,97.74,4,19.548,410.508,03-12-2019,7:53:00 PM,ewallet,390.96,4.761904762,19.548,6.4
815-11-1168,alex,yangon,member,male,food and beverages,99.78,5,24.945,523.845,03-09-2019,7:09:00 PM,cash,498.9,4.761904762,24.945,5.4
719-76-3868,giza,naypyitaw,member,male,food and beverages,94.26,4,18.852,395.892,03-12-2019,4:30:00 PM,cash,377.04,4.761904762,18.852,8.6
730-61-8757,cairo,mandalay,member,male,health and beauty,51.13,4,10.226,214.746,25-01-2019,10:11:00 AM,credit card,204.52,4.761904762,10.226,4.0
340-66-0321,alex,yangon,member,male,electronic accessories,36.36,4,7.272,152.712,25-03-2019,1:07:00 PM,cash,145.44,4.761904762,7.272,7.6
868-81-1752,cairo,mandalay,normal,male,home and lifestyle,22.02,9,9.909,208.089,02-07-2019,6:48:00 PM,cash,198.18,4.761904762,9.909,6.8
634-97-8956,alex,yangon,normal,male,food and beverages,32.9,3,4.935,103.635,17-02-2019,5:27:00 PM,credit card,98.7,4.761904762,4.935,9.1
566-71-1091,alex,yangon,normal,male,fashion accessories,77.02,5,19.255,404.355,02-03-2019,3:59:00 PM,cash,385.1,4.761904762,19.255,5.5
442-48-3607,alex,yangon,member,male,food and beverages,23.48,2,2.348,49.308,14-03-2019,11:21:00 AM,credit card,46.96,4.761904762,2.348,7.9
835-16-0096,giza,naypyitaw,member,male,sports and travel,14.7,5,3.675,77.175,24-03-2019,1:48:00 PM,ewallet,73.5,4.761904762,3.675,8.5
527-09-6272,alex,yangon,member,female,electronic accessories,28.45,5,7.1125,149.3625,21-03-2019,10:17:00 AM,credit card,142.25,4.761904762,7.1125,9.1
898-04-2717,alex,yangon,normal,male,fashion accessories,76.4,9,34.38,721.98,19-03-2019,3:49:00 PM,ewallet,687.6,4.761904762,34.38,7.5
692-27-8933,cairo,mandalay,normal,female,sports and travel,57.95,6,17.385,365.085,24-02-2019,1:02:00 PM,cash,347.7,4.761904762,17.385,5.2
633-09-3463,giza,naypyitaw,normal,female,electronic accessories,47.65,3,7.1475,150.0975,28-03-2019,12:58:00 PM,credit card,142.95,4.761904762,7.1475,9.5
374-17-3652,cairo,mandalay,member,female,food and beverages,42.82,9,19.269,404.649,02-05-2019,3:26:00 PM,credit card,385.38,4.761904762,19.269,8.9
378-07-7001,cairo,mandalay,member,male,electronic accessories,48.09,3,7.2135,151.4835,02-10-2019,6:23:00 PM,credit card,144.27,4.761904762,7.2135,7.8
433-75-6987,cairo,mandalay,member,female,health and beauty,55.97,7,19.5895,411.3795,03-05-2019,7:06:00 PM,ewallet,391.79,4.761904762,19.5895,8.9
873-95-4984,cairo,mandalay,member,female,health and beauty,76.9,7,26.915,565.215,15-02-2019,8:21:00 PM,cash,538.3,4.761904762,26.915,7.7
416-13-5917,giza,naypyitaw,normal,female,food and beverages,97.03,5,24.2575,509.4075,30-01-2019,4:24:00 PM,ewallet,485.15,4.761904762,24.2575,9.3
150-89-8043,alex,yangon,normal,male,sports and travel,44.65,3,6.6975,140.6475,14-02-2019,3:04:00 PM,cash,133.95,4.761904762,6.6975,6.2
135-84-8019,alex,yangon,normal,female,fashion accessories,77.93,9,35.0685,736.4385,27-02-2019,4:10:00 PM,ewallet,701.37,4.761904762,35.0685,7.6
441-94-7118,alex,yangon,member,male,electronic accessories,71.95,1,3.5975,75.5475,02-04-2019,12:14:00 PM,cash,71.95,4.761904762,3.5975,7.3
725-96-3778,giza,naypyitaw,member,female,home and lifestyle,89.25,8,35.7,749.7,20-01-2019,10:13:00 AM,cash,714.0,4.761904762,35.7,4.7
531-80-1784,alex,yangon,normal,male,electronic accessories,26.02,7,9.107,191.247,28-03-2019,5:38:00 PM,cash,182.14,4.761904762,9.107,5.1
400-45-1220,cairo,mandalay,normal,female,health and beauty,13.5,10,6.75,141.75,27-02-2019,11:06:00 AM,credit card,135.0,4.761904762,6.75,4.8
